0153A7AB 00B52719
006AC676 014D418A
00CF2E81 00D1594B
00737030 02BFA664
005B624A 015CB3E6
01191BF5 0008DE8B
01709BD1 006144B0
005A1BB6 0128CECD
0166ADED 024A37DB
008EE5D0 00312D38
00215D7D 01320C81
007412E6 0229459B
009F0379 01777782
01C24AA6 01E97034
030159D8 0204DB83
000CAD1F 00AF5F39
014F1EFB 01CA7DE0
01ACCAAA 0184B682
002CD2F1 0103178A
00616E4D 00639623
011D40C1 02A56AC0
0015C7AC 0058B631
0113AFA9 00D74CFB
00442225 003389CB
01C1FD58 010554F6
008A4027 023B602A
00069FDB 0040AB65
014A5543 02199C81
0025A177 020BB0BA
009D86B0 004E0224
006D24AA 0026E1E2
008151B6 01A83ED7
004AA11A 02B20788
00F1C84E 004247BC
00B8D199 015F8F9A
008178CC 002E03DB
017029FC 01F11FA7
038272B8 004BA0D9
01599BF8 005A4F75
01646401 01E78ADD
00D09AAE 003B9C96
01EB803E 006C30F9
00C925D7 000DBE38
001C715B 00E7F419
003A44B8 0009B9B5
0217322B 006A1992
005624F3 00095BE1
04DF5744 00A9DB67
00CBE728 002BC93F
00187B58 006C27A1
0002917A 009D108D
002A893E 006D42D7
01D5E8E9 011534D4
00F335A6 000061D8
030496B5 01D81C21
00382A7E 006BF05B
011C3177 013FE44B
00302333 00C4339E
00435AB0 02B17AB4
016A6C32 006431A7
00929C0D 0100E853
00CFECC7 0000BCA5
001714B5 007E9CF1
021A4A22 0050FD0D
0298FFA9 001BF015
0166A87A 0032687B
046427F6 0077207E
00B730CD 0018D2C9
01F962F9 00B2F594
002A7CBD 0006AD57
00C2E6E5 00AC6068
0035141F 013B42BD
0028700F 00151951
017E46C7 00CE8661
017A6842 00C45D80
00C8550C 0005F935
009051AC 00896FA9
0010C978 00C2A307
0009EFC7 00D65F50
00809847 002672D9
0069698E 0012DC82
0183C98E 002F8AE0
0078C891 00B57FCF
01F3CFFE 009FA24C
0100EEE1 005F213E
001522E9 0077393B
021FA125 0072BEFD
000629EF 01486154
067C02EA 0066BDF4
015076FA 0033036F
006588F5 00DE1E66
016DF08F 0079A452
01245F3D 000FA6BE
00BE5917 001D270F
00B63D43 049E364F
01799DC2 006A26FB
002F16BC 01A97424
0003FB6C 00FBE717
0114ACE4 0007DDB3
020A347E 0071F994
003C0BE9 0035EA46
0116B1FC 0091F358
005D0F08 008446E2
00174928 01C88FCA
00A862C6 01543EED
0081CCFC 001D960C
0032BA7D 00A201E1
024995A6 018E8280
00975EDC 03996971
00E4998A 005CBE34
004822EC 0084C385
0010C118 001309D2
013D93F7 0008466B
02D0BA51 00586132
00481C05 002C7B77
017EFFE6 0207C844
0089ECE9 023A7BDB
00DDDA91 003F801F
002845B9 001E5A25
020503B0 0065D9FF
009BBEB0 00345FC4
0163FEA7 014DD240
00AA6308 0014E0C3
01AC5022 005175DD
0188AE8C 00206307
005BF922 001FB2D9
0008B151 0040D76A
011FD308 02D8339D
01D390A8 020DC5B6
0097EA9D 007411F6
023BFD21 0022792C
000C2E2D 0047B97E
00DC993C 009750BC
007B97B3 005DE70C
019D7EDF 004AD00B
00388B2C 00853AB2
023077EB 012CCBC4
0003B9B7 009CA8E2
00829AC1 00111CBB
00483A55 00B9C1B7
00109D57 0001BD27
022822D2 00A27DF9
01EE9469 006C1D2B
01252854 00675819
004A6A5C 03213C03
0002141F 000671D9
02638E98 0112B7BA
0098DE46 00F52BD1
006AA713 00058377
0098AB34 00B619A7
00ECEE3B 035F8EC1
0042D60B 0104D487
00C125F3 0071EEA8
001C1D4E 0356A219
0210C457 002C6CE5
00850C65 0063609F
017AFDA1 00EDF718
02B04B7C 00591422
001126FA 001D243D
00CE2C42 00E92759
002EFBCD 01BAA8D9
000ECA81 002C31E8
004094F5 00A42B4B
02E29B06 01292428
00843B58 01D19185
00518688 008D26F7
0016A7EA 01104361
019B311D 02B97D21
003E3789 001CB28F
01334D59 00491449
00950D46 00EAB5D6
011EDEB1 00476758
016079AE 02100C47
01A7C1A3 005CB640
009480A9 00CB9F87
004DDEFA 007C8292
00C3E73F 000EFD05
00311011 013B407C
011E5D42 01974AE3
013F541B 016A919F
001950E2 00C33F77
009F12DD 01FDAEFD
010456B2 003A7730
0007343A 001D2A75
00EA0B09 026C77A2
00E1F083 02739108
011B4A05 0082016D
01CDEE4C 006F348A
0010A4FA 00BB5555
007837D2 000C53AE
00E916FD 05064970
01A760EC 0043F599
0041E257 00E08CEB
01D2691C 0076D9B8
033D9DD5 0038133E
00AADA6D 015DC5CD
01D9D751 00482D59
002BEE2C 00DB8921
0031B883 00847F49
0168E9E5 00C1B2CC
017C07CF 012977D1
002A9FF1 0082A9B8
0017961C 030B342A
01EFE432 017FC659
0034468C 009C4841
00420995 00C81582
009A3EF8 0017D6DB
001EDC32 003EA591
00E962CA 016070BE
001771A9 02D38962
019EF99F 005F3686
00969A70 0034F740
00440854 01913647
0020BD11 002045C5
0060AF5B 004EEBD8
004285CA 000FF5AD
0214B0AE 0134C00F
025D8042 00341D8B
03ED1B37 014D29EF
0005E134 00925C40
00FD9D0C 037F6B9E
00F0CCA9 00745058
009CFAC1 0065171E
01B22127 0014D1B6
00545897 00BED44D
010DA99B 00E434B2
02AAE401 014F8188
002A06FB 005FA483
01455430 00CC4D3C
018B2469 0066466C
008EE00E 011B1E99
00CD10DE 0091F591
003D1DD7 012A35B7
002F641E 014A720D
0268AFCC 00A81F9B
0038BABF 001EBB2D
01105A94 0121CCD7
00DC488A 00EAAB65
00A3F66A 00F2F37E
0024EDB2 00591ED2
00D0366B 00487DBB
014541AD 00D6B3BF
016CF25D 01031FD2
010D95ED 003AB01F
00A465AB 0113D9AB
001741DE 00565BF6
01718974 02EBCB30
01DC455B 00538977
007C7120 0070A83B
00FC304C 014F7086
014FD35E 01955493
001BF607 0030FD1C
01386457 00D9F882
010FA0A1 0041224C
00454B74 028AE67F
01B93466 0117B632
019900DF 00165CB7
01B6DA60 02B95664
014E71A4 00862F31
0138AB59 00323CD7
0106E0A1 00BE1C16
00A759F1 017342B4
0020F617 008A4355
00652AD2 00107BD4
0136A15A 00DE5A0C
00082653 00A2C66E
005B64AC 000C267B
0266326B 00B3642C
0042A88F 022F4E7B
01460CDC 0054B552
0246D2ED 0024383D
01FB3549 013548D3
01CEFC23 0058C503
0035017F 008C5605
00215F76 0231D177
008E35C4 0097B757
00ADF6DF 0088B3F9
004F1296 013EC804
037BED21 01744458
00994D81 00D25345
00C0BDFA 00020AAC
0012CB91 00188602
00030D7A 019966AB
0071F064 000553F3
01124CE5 0079483F
001DDD1A 013D71E8
0077176E 01B80366
016F5866 009745CD
00298D29 007F5871
00A10587 01E9D696
0028FE93 006CA7E3
00F28454 011483D9
001AE61D 01ECA6C3
0086BCA9 01882406
00C3501C 010C91CE
00C862A1 009834A5
033EFD83 019FB955
0080C640 00A92351
003A86C0 00661F65
006D1DA1 003E1918
0020A924 01AFD850
006B26CF 01D04FA0
009EDBCB 01143EF8
00E0EDD6 00A5B413
01087FDA 016A7F7C
02806BDB 01C4527F
018761D5 01AD7514
00E1C54D 000F1575
03AD6163 004EC7FA
028FE11E 0110E503
01EE41AA 003B2832
00068667 02072948
02A8D3F2 0056AF36
000B2063 008AC0EA
02BB7423 0062B80A
02294FDD 00909A22
001BA0A8 0158FB71
0147DCB5 00F0313A
00994BDE 03F10D3E
017629EC 00027941
02132B28 019F5AE3
005B3D92 01061E04
0007EDF0 0105C656
0176D3C8 0025ED8A
008EFBFD 000F71DF
00251525 004FD7D2
018CC335 00E63382
019A65C6 01666CAE
0049F922 01913602
00E6640D 00810A51
004FD595 003D41A0
00227FED 0007E03F
00C50853 000070DF
00D5C2FD 0006AFFA
000D2A1A 0171A8F2
00493A64 002320FD
000ED9BD 0062611F
012DF743 01605057
0006397E 00981B5C
0195F87F 008154BF
00CBB7F0 046F67B7
00BA52D3 03046B89
00C5509B 0003A94C
01604533 0019993A
00750FF0 032D6D9C
00388AF6 000CA750
010BDBFA 004AA961
02471DAA 003B22DD
0005DC3C 0086AE9B
002FA4C5 035AB380
00B2A74E 02793883
0239AABD 015592AF
01451012 009D6792
0047C70E 025D6774
006538AA 01020177
00638EF3 00B3B70E
00DE62C5 04BF5B50
00247883 02C76177
0074A461 00B9C784
00F3BE82 0084EEDB
00372BFB 010DD7BF
018F790F 00D243A2
00ECCDCF 00BE3D5F
0010E335 009A2E71
003AE766 0070487A
0228552B 015CF046
039B5F45 003C5D50
0061EA1E 000D1615
010AA08B 00541451
06CA41DC 0029E96A
00DAED62 004E7057
0104594D 001AC7CA
004B7475 00F601DA
0048F959 01371421
024E4165 0095CF96
0005522A 026B6C67
02E28E0D 0018B090
00C52498 001ED1BD
007610E6 02BA96DF
0228D0A7 0097FC8E
00EA1EEF 006AA44D
03D21804 00486698
0038975D 018E1D78
0267DD9A 01DBEF4A
005D52C4 01C62409
00284989 0035B098
00F2DEA4 00238A7A
015332A4 0065FE9D
00A4852A 02CB0919
01A8D6D8 00577541
01C4A763 0314171F
000B19A5 003799FB
0187C9B5 011CFF8D
01DDB144 01BC8EE1
03092F3C 04499EDE
01B33B72 00E2720F
0079660E 000C4E0A
00032C7D 0037B902
07799F11 00CC4759
03670A60 01C3758A
013960E0 003CA24B
01B14F9E 00642C42
02247681 0130049E
01828E1F 00C51696
00346623 010588EC
0164D9EF 0157D8E7
0246878D 00ABD6B7
012A7673 021760EA
013877A7 00D0C77B
010F1900 00A29F3F
0094F335 006A3D6D
00DC116C 011B4057
00EEA956 016A36F1
007E969C 005F4FAC
00B19399 00B323FF
015EF028 0109C5B9
017471AC 010182E0
0048CC1E 00E8161A
00754A33 0018448E
01646260 02CFBCEF
0044E88C 0092903C
0117A8DC 002B62EE
00FEA2B1 00710DDC
021B2604 01EF4509
00E49195 005D0E65
00C9EFC6 0165DE80
015BD60B 0073635A
009A63BF 03B0FEB1
00FF32BA 00ED801D
00D93FC0 000B1ED6
01543DC0 01EBF0DC
00686E9E 00901279
00487F64 02377304
001C8F4F 0082B1AE
00426FD3 0020582C
01A6B501 01AD1136
0005475F 0388ADDC
01C59A0C 019841FB
00C28288 014A7F15
00DACDAB 004F26AC
02DB2728 016099B5
014E1382 0007000E
069FD317 0432E1E4
00F0748A 02ACA4E8
0006C340 00B644AB
0079B196 00178202
00D9A3A6 01B0C373
005A45CF 00AAB227
00DA2062 004AF1CE
008BD059 00D8C983
00EEDC87 012FD573
00039D31 0013693D
0066B3EE 0182D09C
002A114D 00539E54
006C1513 00EC4D86
007F21A5 0068F925
01B61746 0153EAA7
02515094 0027F497
0067D630 009103D9
058F08B7 019093BA
007E2A40 00850C18
0010A4BC 0020EA9B
00C9487A 00024E77
017997BD 011F5A71
012B019E 0197AF6B
0156628F 02EA7C65
0071ED36 001ABA93
0098FC5F 0002719F
0083DBBC 000F46C0
029E5963 00A0A769
0128B1F3 00A4EA26
02BA8F0C 00694F3F
0111261D 00BE06C6
00DF6476 0275DD7D
01375CAF 0089124F
016CF749 00284DC2
00B17DC4 00CE728B
00C15876 001E6C6C
00372064 00C95547
01102A42 003600C0
0305F388 01079292
010CEA4F 015F7C1A
00E93041 0229CF3E
00409C97 01FF88E2
026B5FBC 014BAE09
0060D29D 033784C2
01238ED7 027CBAB0
00A16EAC 000801BB
01DA826E 02C8734E
0067A372 035F03BF
0130AE85 00393247
000F8EC8 0600B484
02CC3200 003510DD
0086C9D4 013FBE83
00823F23 02F25F38
003842C3 002F1449
00258339 0004B4F7
001828CB 000C639D
00750BEA 001EF738
013F1D89 01D94DA2
00671F71 0069DEBC
009828ED 00207177
01992A0D 009B3192
038C87E5 009985E8
04CB3C50 0012AC34
005AB4AA 0326CBD2
01A3F0B7 00C07CBC
009730A5 01436108
00E60AF3 012E78AC
002A60DB 004E3101
00875F46 03218D38
00C9AB15 0198B5EB
00ABE559 00F12224
000126C5 00AE6DD8
003CF194 039B2BF3
00C02FF6 01176A64
00532BF7 00AE2E27
0023966A 00117205
00B25CAA 00D3D6BD
01FF3634 02345A30
010FCBB0 0069E070
007AEE27 00567A0E
02AECBB5 01EAAE02
01063FCB 010DF1EE
00A0DDF1 00AEF6D6
017563FC 008B1A52
0091C7AD 00920572
00D0484D 06E8DEB3
0032967A 00777D5D
00102799 00649A06
00CA5169 001F1A97
01CEE91E 00C44B26
012C3BA9 007214E2
012283DB 002B6B96
0044B2AB 0020C56B
02D2A454 01BC15B9
0168F1CA 006AC808
002F9E09 00F45AAE
004E6977 01941776
00A624C7 0494C453
01B7DB80 000E3D21
01EAF68C 027A22A0
00562C44 004659DC
02FFA2DC 00A6C937
002FE726 00108698
02C7B1BB 0101B24C
00022317 010E45A8
00256E82 01653DDF
0053FD9C 00FE48B8
0011B756 00327205
004FBFD2 00A4C4A4
02F11521 00211677
008373CF 0076D919
0130F4F9 00F4B70B
0131595D 0031DE85
002F277D 001B6BA5
00D197CA 0153F609
0218226E 00254A86
00817619 00310747
0147DB44 01493803
0023050E 00F43D13
0327F365 01431AE1
00E7A7DF 014579F2
001DD13A 00750259
00FE62AF 00165365
000406C7 003EE800
0047E99A 00D641DE
009F9445 01FE069D
02F9BA75 008BB936
002A3817 0073DCEB
001B370A 024308DE
00A30E98 0260C905
004D1662 004DAAE6
02051869 005B78F8
00E8627D 033171E3
00B8F32B 022B4BF5
00148B89 011AA2FE
00136FA8 0092CE68
0035F255 0057D280
00F29C79 00AEA8D1
0078FB1E 005F788E
00544C77 005DDFEE
004B0D35 01C93722
00245073 009675CB
00B6B666 00E98E15
01C02122 0044A8AF
0007167D 0032E95A
02E31286 011B96C2
01CBADBA 0260FBDF
01B7EF7B 0014020E
02AED108 00A133CE
005AD1AD 003B76DB
02592F04 00BAB222
0198CD80 00E525E0
007C8723 002003AE
013DE19F 00186E9A
01B4B58E 003D625B
02C3B89A 0043A0FA
013F2C8F 011C1B31
006E2453 0109DF9A
02E980CD 00B1FE9D
00BD29F5 0100D354
00E0197C 025EFF56
005791D2 0044C95F
00494136 03FEBF00
00003C24 00FEDC81
0043BEAD 0006CE2D
009A37AA 00DBF6F0
03B2D26C 005CCF37
00FDB78A 00B1EDB2
01924610 01D7705F
00DBB0A7 0097067E
004C7FBB 00EC9978
00658930 01485288
0311B11C 020A9FC5
000111A8 00DFEAE4
00195CB8 010E4EE9
04D9DC4B 00CA3F43
025B8C7B 00197A5E
0137BB53 0153DB04
006D6A3F 01B1E490
01375EFE 000CEAC3
024AD7BE 0178A349
014D88C6 00C29976
01BEB014 00877F87
003A5ABE 001DBB4A
00412456 0003F075
016102DF 031B3E70
009C3B08 0060E9CF
0037C6C3 00493B26
0016B2F2 000212BD
008BED8C 013F2EF7
0171F5C0 0057D5AB
01E70A06 00F7608D
003AB327 009DE257
009A1146 00818ED5
00031CAD 041D9C54
01352C58 0056B33A
00A3C274 001D6D2C
00BCA69C 00A616B8
02749846 008DF35E
0014FE9D 0045A554
00DE9AA5 00D9EF8F
0012D6BE 01231D7D
000F0C6E 01E08BEE
002E88FD 001DE7EF
0075B5A5 00139F55
019B65D9 01010EAC
000ACB5B 0031CEC2
004223A1 06C76E92
01AB0204 0253E417
00B5AF5C 00A86C5A
000D9041 0090BDE3
006ABB3D 000F0106
00047CFE 00ADDDC2
01B62E6A 00A9142E
008119FC 000F6C06
008DFDA3 003CA9A0
010E032B 0001AC02
00578ABC 003F5C52
00C07E70 01AF24C3
0075E473 010865C6
004B4E34 000ADAFC
00DD2A9F 02FC12E9
00F05707 0113F5F3
0064177C 00EC207C
02365B11 02421222
004CFDCB 00E5D8C1
0019C79F 008E63B7
030ECA8B 00DFCE7C
0041187D 01A9FE5C
00A0D02A 000CDC42
031764CC 00D43356
00EB59CD 00515CEB
0072D589 01D5FC7A
0011FE9C 01D200E1
013A02FC 00676C34
0175D028 00CD478F
02D25ECA 0327AA56
011BF29C 0171C9DC
015FFC91 0150284B
018B25B4 009E0D51
00D467F5 01233CFB
02680B58 00D8F67F
01A276C4 00D3619F
0092F3C9 024F3D58
007C5D1C 018A1D7E
0043AB4A 012E61FE
00D05589 000BE580
0034B136 0270FCF8
0265C4EC 017A428A
00C639F7 003603C2
003C34D1 0022D348
010AF399 0048CDF5
01E1EE4C 00180C6B
02EC79A0 01F7CDA1
004F9455 0118264E
018D4C79 004332ED
0224D8DB 0065B811
01373878 005BCB9E
0050A476 006FDFE7
00684D03 001F155D
005CA5BC 016C04E1
0074E9BC 049F060D
013BFD61 040354AC
00741F40 00D0CCA0
0153F3A8 01946EE3
00ABDB6A 01FCA058
007983C5 006248D2
003D2AAE 00A4C531
008080F8 00A3880C
00E23CB7 012DBE4F
002DB2C6 003E79D8
00DE1C7F 001828CB
00549106 014550EB
003C7BB6 00504CC7
03B332E3 004DA345
0071C902 01FDC02A
004CB696 0179ED4C
03786F06 03E4CF17
0019A858 009FDA92
0248ADE4 0070FF96
008C4690 008D016C
009AAA21 01F39B2E
024CC376 0000F2CC
00CA99E9 00C2C1CB
009DC10B 0049358F
00300598 00C0B9F5
01BBFDD8 001A0156
029217A1 01D64CE5
0017B622 01D875FC
0157804A 0063DF8C
00B4DFE2 0239FAF2
009FC458 0231B231
000F4D47 010262B7
017F56A9 00743832
0010C42C 004E905B
001EE591 008D0E55
03D297DA 008FA40D
00029B00 0154E223
012EC17C 00692949
000A281D 0006D5C9
0006E43E 0013DD4C
00C87755 011D0C17
00A12FC9 00B2C900
0128CB1C 002C030E
00425D2A 03619F08
0085AAA2 0001DE67
01F3B082 0015B746
00D6030A 01B466DF
00FE8279 00278D57
00860354 000E706E
0129E478 00319959
01641024 00449E5A
0131C56B 01FCA3BE
03665D28 0004BE58
020E4DF3 0002546E
0073838F 00C5BCBB
0185ED9D 00193B14
01494F84 007C9896
00085F43 00CD0D35
007C325A 005A8C4A
01101FA2 017CFA20
001C67D1 00776E60
0028CF80 000E4C9D
014DAFD1 000676B4
0025938D 0029CF8E
0051F209 00575D60
020BE22A 00550798
0312C503 027F913D
0030B034 01122F1B
001D7353 009ABF4B
00A853B8 00CE0952
0001F132 01C87787
02A406BC 00A0C55A
00A03FE7 00E38A0B
024F70C2 011D3649
03E7A478 018EBA2C
0011543F 0007D2C1
02D2FEC2 002BE3F5
0072C1DF 00BA9CC7
0004FF27 036CE0AD
00D648D6 00E70202
01574412 01546FD1
0120DA58 00389A79
0060A68F 00E20063
001CE0A5 00680B6E
00004CF8 00511383
001534E6 00F0787D
02DDFCC8 01791758
002ADCFF 00642D85
00CDF7FF 02304B8F
0063C4DE 00F630DE
00A1EEAB 0483153F
0020D82E 05B5F934
00465453 01810A0D
008D9151 01AF6022
008CC26E 00C0E3D9
01013D6F 004E31F4
00159939 0031F8FD
01BBAFDC 00096303
0065C292 005D0D1B
003F1C1D 013CD555
02793E13 0031B4D6
00A1167B 003106A6
002C1870 00293BB6
00337E6F 002C4FDE
0153ADD3 0000521B
02E71F87 013B8E22
003BF7D2 00CF5080
00966BFE 003E4BD1
000335D8 02B9961D
000A2D61 00613934
0038DE9E 01FE4EF1
00453582 00DBBEAF
00076615 01A03B34
002BCEF5 0111DE90
0246B118 0012F4AA
00C162A4 0004B851
00E784AD 016AFFB1
0305D677 02DB5C09
01823FBE 0294D63A
015C6627 00312665
04B95A0F 00B06C54
021D276A 00910245
000B3795 00E9BE86
0176EE1C 00BCFAD5
0103F26B 009F04EA
00ADE7B9 00128937
00715FED 003DC2EA
01932C16 01EC28DB
017A9EA2 00135902
0212B979 0023BB94
011D50F0 007EF2B0
00241876 02D48DFC
00BE4AD8 00F4658C
00E19978 00791AEE
008D4537 00A9BE96
029118EF 0184606C
008D73DC 02EF66AC
01AD85B8 006EE4CB
02E19352 02C16E43
0075D21B 004E6B55
01060CA9 006931B9
00BDD986 0219CF35
008529C4 000E7553
001E63B4 0075C097
00575D81 038843B9
0040AA99 0009ABF4
0036CAB0 006A2E9C
00B191B7 004B234C
0001DE37 0029E951
01FED7D1 00BED336
03C9FF64 00322616
0101ADC1 0094F851
0191F471 030BCF3B
0097C6DE 013B8AD5
0202CF91 00D73321
002E1B5F 01BDE90F
00039DA0 03219F42
00D0A39D 01392F4A
0062E3C3 0008CD24
01509226 00B277A5
030236D4 00845F70
0028DA0A 004981BC
00696314 00642412
02295215 00D749E6
0064C182 00853C3E
02479E32 021EA7D0
00848CA3 01499FF6
000181B4 024F4C9A
023F63FA 0026379C
001C6171 001FF2CD
013E2104 03B99675
008FD7B9 00577D36
004222EB 006F2AB8
01F5105D 00DACE1F
00E45C90 01655583
015381E1 00113529
01D74ACB 006C45BF
015AE01B 00994382
002E51A2 02CFD8F2
004D1AC2 00D78FDB
01C7C885 001ACC6F
0011B86A 008119BA
00034133 003A41C9
0163D5AF 006BE14E
00BF8BBC 00C08F03
005BB555 009B0DE4
0091C2A7 00198885
00781ECA 006B2439
010F8E90 00DA0926
001D083D 0130D7BD
0004B647 0079CD74
00372153 00A2C2FF
00285F75 00DFBC6E
018EDCBF 02EF4D49
000BB56E 02B9C326
01805C4D 0200F530
0258C2B1 00C1432C
0014A22A 003F8317
00FA6C9B 028F6A77
005B8021 0069BF7A
0145082C 00C47D92
03879E72 00CFBDFC
00972FB5 00104409
0062BCDD 00E6A155
00C7D7A5 02A402BC
002146EF 00C1AD48
02EC3F3C 003249E1
001A389F 00145AF6
0034755F 025B848D
01962A41 01D6FBD3
00168819 0099D632
008FC22C 00844CD2
0036A6A6 00A94970
000B2C6F 0039DB7B
0222BC7B 000D0A19
0302DCC5 0114DFC7
0083BB7E 00DC1FD5
028B7FB4 00141D62
0016A3C3 00531D98
01C6DE3B 00262C33
002068F7 000D2003
000E47CE 027FF78A
011B3F54 00D3A518
0219119E 0038CB12
00612B24 0026533A
005D3882 005B4E25
003C3B58 0229BC30
006ABAF6 00265FAA
012359A9 005AA371
0151B372 00366696
015282FA 02647E58
0039016D 05D59B7F
009974F6 00B3A1E6
0080171A 0064EE4F
00AAD2DC 005E6B42
000C47C2 0322F1CA
00F7B152 0055D066
00083401 005A4BD5
00533729 0078FAAF
03E9E8AE 0158DCA3
001A7C0E 00C4C4EA
02D2A362 0094E108
01720E3B 0006A9CC
017DBB7B 002337D2
003E4391 0091AA16
01E2A5C9 0196B5D8
00F6BC28 008986ED
004127F4 00A58F48
0058944E 01ABE939
047815AD 002B719A
003A0A58 002D8649
00DFF01F 0112BDC2
010CD3C6 0100DAC5
00AA1CE8 02B68FC2
0001B13B 01349A33
0399A66F 00F04B7A
00595C6A 02077534
00F0E3B8 006B43F0
0004F477 015E4E6C
01B3CDE5 0143EC6F
061C6386 00565AAF
006C31B9 003B2851
00FBB246 000E8EED
00A853CE 020CD8AA
03003017 004EBCBC
0045BAA5 0001FD8E
0081D6BB 039B4575
00C96D42 0459BE2F
00A9A94E 00900503
00F2ED42 00C6BB6C
0031C411 011623EA
001E0C48 00CAD414
00E08658 00A21014
0081E149 0047799E
012D1B5D 01D313E4
00214B8F 00B7BAF2
01466E2D 00217A28
035F3807 003F0021
0076CCA8 01B745CF
001A59CB 00A4C32C
0060ED60 01533FD1
000FF74D 007AAB75
0082DB66 00FF5408
0060CF6C 00C6A0FF
01199164 06C1D554
0029FCC7 0297C39E
011F924D 00EAED29
00800445 006409DD
0186BF0F 00649DB3
00427190 004513F1
010C929D 00AF837B
003674AC 0016CF14
00468795 019A750C
011DC757 00CBD760
0057B8F7 0038C407
007FE00E 006A3DE2
00495E50 03722CEF
004094F5 00CF2DA7
006AEE6F 00BD60EF
0021B3C6 0270B7CC
0174E12B 01BB0324
00D6B2DF 018E154B
032784BE 002FAE43
010FE58C 005431F3
007E7E61 02059B3B
00832FDF 01296D60
007DA0F8 005BB057
00ECB482 023FCE5D
0083698C 002402D7
0032A343 013C4F18
00ECF292 02B81425
000BE464 002D1C1E
003180B6 0043DBF0
015F8AAF 0271C4AA
0021700B 0002FB06
0013E394 00A98EF0
011D7079 0132FCDC
00E1E4AB 006BE714
000445E9 00E7879F
07CB87F4 014CE973
003EAE97 01E0F1EB
0009BEC4 003FB830
0056AD6C 0206E5EB
00368543 00BE2191
0016AAAB 00B0BDA0
01C2759B 00BC36A2
006DBE38 03417984
008FE569 017A2203
010F06AF 001180AC
0305A645 0131F93B
0026408B 000EDE1C
02ACDD4C 012EAD7C
01522AC8 00589AC5
00CBFE29 033C043F
00B46223 0188EC05
0132DD33 00090AE1
01539F95 00EC9813
014ADEC4 0021BE75
0029DB32 004D9D81
003E9F2D 010BB56A
0035FF81 00C5EE73
01A34EE8 00005C8B
006872C6 019E2081
0052C4B7 00573BCD
008E2BD3 001DBEE0
00034AFD 0109BA80
0079464A 00983E0C
016C8A1A 01F3148A
00C7498C 00E1C413
001584E5 0198CFFD
019A7E4B 00B589E2
01A54DDF 0070F1DA
0040D1F2 014F2D8E
002CF60E 01DE017E
005BB800 00419BE9
005A85DD 009146E0
01321FB4 01070B8F
01D1A9C5 00346874
021CC484 01E11B3C
0075B8AF 004331CE
0370672D 01F19A83
0007D53E 001B8753
00441103 00340E8B
03625ED4 000F9CDC
00BED7E8 0028249D
008773BB 001A0080
0068F4AB 00506B0B
01A13764 0041CBA0
00DBD919 0290B353
0053341B 00262A44
00CB8BFC 008819ED
00F0B44E 0008CE60
021385B9 015FB655
00C82581 010E267B
00AF60B6 0455396F
032F3ADE 01B17EAC
0522DF88 006E57B8
0072168A 02D686F0
00161DD0 015DC4BD
02D77004 02228A92
00C613C8 007223B8
00D03115 00CD5FFD
00A0D48B 0356F32F
02238D0C 03BEE4F3
007CCBE5 01869BE4
0176663F 005417C4
0070AD9D 009818BE
01BFEC60 00D014CB
00AA1A6C 0085EC88
010CE5F8 003D1E30
010AE034 01649859
00F2463E 01F657B7
021E3199 00083A8F
0000146E 0059AC66
0002B4EA 0013CEDA
010B9CA7 0152FD63
005EA067 0688CA84
004B3DA1 00266983
00BB70D6 01F32831
00046B09 02FB2344
00B7FAF7 0083929D
00A658D0 0041E2A0
014EDB98 000AA570
0040DD8E 000402D1
04744891 003D53FC
00A6ABAB 00A14BE0
00AC7A51 01B4B1F3
01DFEF76 03BB763D
00C4F0E4 01025ED9
00D1B2D8 0017D84B
0017090A 009BF82C
019FD575 01FECB30
0204F4EE 003C0113
015C6C4B 005B65CD
02B7115B 00E19FC2
031F56F5 00A23D32
00129FFF 0123B747
0042B8E0 00A14F9F
00AE0748 0058ADE9
01C02F1F 0117F53B
005F4D21 0145E9F5
00D47816 006ED6A5
009738B1 00D4F918
01761122 00DCDF14
01B18D58 020102A9
029FD45B 00C660C8
011A485E 003BB5E7
00013906 00289DF2
00DCA790 00ED18A7
00B47673 00C1F85F
0067FB64 008EA4A1
00825CE0 01CCBF09
0134B982 001D4C2C
00C7A795 009E335A
00F99B7C 00921804
0001589C 0127C719
0007448E 00D83FB1
002418DD 01A3B878
0087F9B9 000F3298
045FBD61 00A083C1
0116D2EA 0269A5F5
00C88F78 01C779F6
008C9746 012E5F07
00191A41 0099F874
002BEC52 006EA375
012E4E2A 0077AD75
00A3BBC2 002DDA2C
0032A629 03E143F1
00C6C4C1 00075D38
0011A730 00963F12
004C14A1 00113CB8
007C8AA5 005F470F
0005DF9A 003BA492
002322BA 003A73FB
0091BF66 020568C4
00465945 0153CF1F
01F57DAB 00D64DD7
00AD1FAA 02DCEF84
005B9C2D 00400E81
00224EA1 02A3612E
0015B1C1 0054373C
0201209A 006777A0
000A8ECF 03EB1F19
0079A678 009DBA07
003B34AC 01DD6CEC
00DEA4DC 00E3CB6F
013822A7 0111C6B3
00170B0E 00B991BD
01A533D2 00124113
017A8A1F 00E73591
02E36AE8 02AF9A25
01995BC4 0152AFF7
000DF837 015CCBDF
00171916 00143EAC
00ECCCD8 038FD2CF
008FE6E3 00265ABB
0119BCEE 00821EDF
014C0DC7 01213AF1
002A47B9 00CE4995
